locusId	sysName	desc	setAS3 0-5	setAS5 10
GFF1190		hypothetical protein	0.063097009770178	0.00225416332248329
GFF1209		hypothetical protein	0.0404771239045938	-0.0352223893948995
GFF1357		hypothetical protein	-1.14844234155857	-0.920215255682239
GFF1439		multidrug efflux protein	0.187146773046604	0.0307004383354581
GFF1496		hypothetical protein	-0.761716093037232	-0.358589190303289
GFF160		2-isopropylmalate synthase	-0.0933375841284385	0.0595676508197336
GFF1606		hypothetical protein	-0.0862969250298975	-0.0952195101989002
GFF1629		hypothetical protein	0.011516944454883	-0.0527242808511961
GFF1704		hypothetical protein	0.0483026876763986	0.143555031811886
GFF1835		cytochrome C	-0.0985506419743314	-0.229974429592414
GFF2046		hypothetical protein	0.0257017712241949	0.0222973919596772
GFF2212		hypothetical protein	0.000164860592752003	0.0465768072893642
GFF2252		IS66 family transposase	-0.00050221474859713	0.0241858970675057
GFF2279		IS3 family transposase	0.0127935652188795	0.0257515117526381
GFF2280		IS3 family transposase	-0.152167954037802	-0.0561424718487729
GFF365		IS66 family transposase	-0.0147523968157981	-0.06076104886046
GFF366		IS66 family transposase	0.143442724041088	-0.0604866447967431
GFF371		Killer protein	0.0884077632019564	-0.0398017166994578
GFF455		integrase	0.148017683288587	0.0775597816218525
GFF511		pilus assembly protein PilG	1.69805893993012	1.34396478494836
GFF559		hypothetical protein	0.636350398836199	0.487082663305415
GFF718		flagellar biosynthesis protein FlhA	0.810867835445169	0.773859947930255
GFF782		hypothetical protein	0.193620237196313	0.111067052855757
GFF824		hypothetical protein	-0.0539094054879272	-0.179824876656721
GFF879		hypothetical protein	-0.0215097629911072	-0.0198519814054556
GFF880		IS3 family transposase	0.23558793890473	0.12891685549493
GFF881		GNAT family N-acetyltransferase	0.0465516383142766	0.012209081877085
GFF94		hypothetical protein	-0.14881320240465	-0.0436763399013156
GFF951		IS3 family transposase	0.0620020050725514	-0.0330310621340129
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	-0.314582523768053	-0.152880142835757
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	-0.245261812062753	-0.153833871899286
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.00508939245726614	0.153630585587829
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	-0.150485867308506	0.127427682789518
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	-0.0571741968064203	0.0554679685048303
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	-0.0193135100402295	0.0732499198718557
HNEAP_RS00060	HNEAP_RS00060	arylesterase	0.0453951922654414	0.0699864925712088
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	-0.189767346811531	-0.110370781598936
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	-0.0318017851880232	0.00956516174312938
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	0.949749907970939	1.01046429375243
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	0.736340336828956	0.775338066332692
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	1.24574536744983	1.18239235641156
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	1.12989567997162	1.05793397219999
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	1.02373832593373	1.05026603963585
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	0.876311303832016	0.942477998037294
HNEAP_RS00105	HNEAP_RS00105	PilE protein	0.973917397249648	0.964758460972234
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	-0.0392803865210003	0.0492842509486273
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	-0.303824663551116	-0.20949182803365
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	-0.155702307172949	-0.0427382832232794
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	0.0387611885696315	0.110180292913345
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	0.0846242275889746	0.124316523192732
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	-0.175693656382583	0.0116696247631936
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	-1.98116787013539	-1.85230262865849
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	-0.104962909248066	-0.100392120272641
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	0.173621190098328	0.132900369413428
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	-0.0115666686581588	-0.00326143345758467
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	-1.32689394174394	-1.00058263606082
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	-0.871650120070072	-0.735309758031032
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	-0.597672614633023	-0.249478191051463
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	-0.19857223819254	-0.0286962722697393
HNEAP_RS00190	HNEAP_RS00190	membrane protein	-0.311093956530857	-0.133745289972745
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	-0.0959348547823837	0.0470581753251338
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	-0.111830464062669	-0.154005440039208
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	-0.117494131557211	-0.00456885929942175
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	-0.0293315257576379	0.116310770807919
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	-0.0570322922333362	-0.0522617287594951
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	-0.111776851210662	-0.216270360664712
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	-0.261237750093259	-0.0998197587647809
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	-0.396969674363827	-0.337550250184023
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	-0.0489519339989397	0.00173356545503367
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	-0.112423504803845	0.0171934051913674
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	-0.252416570622311	-0.0901526547836973
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	-0.342064376385289	0.0348730023677897
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	-1.95952287609541	-1.79671030269517
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	-0.217925833197555	-0.0294483764039768
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	0.0112771474560183	0.00590670035576579
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	-0.86669771858513	-0.61033162964911
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	0.005711705743916	0.0474648929073656
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	-0.112793715703658	0.0147119889606202
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	-0.0554472960939427	-0.0247382587010554
