locusId	sysName	desc	setAS3 0-5	setAS5 10
GFF1190		hypothetical protein	-0.0629724960329333	-0.0441066485375491
GFF1209		hypothetical protein	-0.0877606436565194	-0.134193346075005
GFF1357		hypothetical protein	-1.17406383167031	-0.906336701064139
GFF1439		multidrug efflux protein	0.117596354900033	-0.00721189094595293
GFF1496		hypothetical protein	-0.795917998255167	-0.274586872715489
GFF160		2-isopropylmalate synthase	-0.00785957151071853	0.0440152898170814
GFF1606		hypothetical protein	-0.0227613670848054	-0.136896526236692
GFF1629		hypothetical protein	-0.0185081204557042	-0.0397112911374597
GFF1704		hypothetical protein	0.115244241734599	0.165560480049184
GFF1835		cytochrome C	-0.195749460291172	-0.226869616253049
GFF2046		hypothetical protein	0.0922585005051056	0.0944701997876646
GFF2212		hypothetical protein	0.0288849225074276	0.0434265736199561
GFF2252		IS66 family transposase	0.0243843259814064	0.0393647602275848
GFF2279		IS3 family transposase	0.00711053908643738	-0.0548461646503579
GFF2280		IS3 family transposase	-0.132250743340371	-0.0811569060113018
GFF365		IS66 family transposase	0.0446437731596197	-0.0342010578884102
GFF366		IS66 family transposase	0.0781759477246626	-0.0823456197135508
GFF371		Killer protein	0.0823158201433352	-0.0227927667219499
GFF455		integrase	0.214801979528236	0.105038029520817
GFF511		pilus assembly protein PilG	1.62259873213567	1.24820309334807
GFF559		hypothetical protein	0.32035722784062	0.512961479464098
GFF718		flagellar biosynthesis protein FlhA	0.702904477801863	0.722146336824336
GFF782		hypothetical protein	0.125766360665506	0.130337410183699
GFF824		hypothetical protein	-0.130303556269204	-0.207084829383305
GFF879		hypothetical protein	-0.178387481977699	0.0100192197418025
GFF880		IS3 family transposase	0.186499093664687	0.138627985048443
GFF881		GNAT family N-acetyltransferase	-0.0407585929004027	-0.035080058686868
GFF94		hypothetical protein	-0.0511781405212911	-0.00937891880880881
GFF951		IS3 family transposase	0.0931402013151317	0.0744011948985025
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	-0.214270226261796	-0.172008346409963
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	-0.105270489994117	-0.154723119409232
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.0822194500509378	0.156599821356252
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	-0.0510543739800205	0.120421340840889
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	0.043464848237356	0.0113074510828891
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	0.0926424391951284	0.0980662862984333
HNEAP_RS00060	HNEAP_RS00060	arylesterase	0.057072596890265	-0.0180089189765022
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	-0.14036984596773	-0.137973794662785
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	0.0108687167621766	0.0086668455390766
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	1.1576772132552	1.12669204713407
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	0.828515558085275	0.758550981430333
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	1.30704296233475	1.17538882552425
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	1.1958452990528	1.01761855973947
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	1.10653655994895	0.988985982998713
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	0.877975765587186	0.873030390023279
HNEAP_RS00105	HNEAP_RS00105	PilE protein	1.00629782457365	0.952978161195426
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	-0.0547957019562885	0.0048690061655699
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	-0.109975963302555	-0.0510093246405081
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	-0.120061812255056	-0.104667962687057
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	0.0638238336605644	0.0471848864790768
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	0.165721772379465	0.0936105919822211
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	-0.0412794964694058	0.0631575817383029
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	-1.88005911391741	-1.72274047464269
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	0.0205381817492198	-0.0416457636787932
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	0.23869278958112	0.120179902685994
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	0.0538284376429472	-0.085916215548053
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	-1.20685095636685	-0.97556509196473
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	-0.723754426938728	-0.683418063848892
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	-0.503649986611969	-0.211002246377937
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	-0.0637839263342662	-0.0297039457097516
HNEAP_RS00190	HNEAP_RS00190	membrane protein	-0.310495709568948	-0.240412205318123
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	-0.0962215103324288	0.0278814388255716
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	-0.136851502202638	-0.240852605277459
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	-0.048056631028923	-0.0246280774300812
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	0.0455667256412906	0.128327635341855
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	-0.042406664127178	-0.0548613841090171
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	-0.0712101892069493	-0.269731491401414
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	-0.206096939313656	-0.135171389310865
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	-0.313204936556845	-0.279160848298087
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	0.0560995815066364	0.0089125347227611
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	-0.0594695061280176	-0.0364786551663016
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	-0.144239036533681	-0.114138303440441
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	0.0928352393538889	0.180930864053074
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	-1.88119869832572	-1.73776774427938
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	-0.102749339935812	-0.0178498731962585
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	0.156325019864111	0.0379567217945957
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	-0.897749859194595	-0.787236238907077
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	0.145523194715006	-0.0654722179257878
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	-0.0317184525059459	-0.0153165108046287
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	0.154252286417939	0.0333471637240726
HNEAP_RS00305	HNEAP_RS00305	3-oxoacyl-ACP synthase	0.0102473308064444	-0.0151941776400892
HNEAP_RS00310	HNEAP_RS00310	acyl carrier protein	-0.341709274648162	-0.0960426042188873
HNEAP_RS00320	HNEAP_RS00320	AMP-dependent synthetase and ligase	0.00465739063479714	-0.0572628839574001
HNEAP_RS00325	HNEAP_RS00325	acyl-CoA synthetase	-0.0415742560285483	-0.076505863352771
HNEAP_RS00330	HNEAP_RS00330	outer membrane lipoprotein carrier protein LolA	-0.0936142464724057	-0.056810294836606
HNEAP_RS00335	HNEAP_RS00335	MMPL domain-containing protein	-0.0359137284618437	-0.0317688423056942
HNEAP_RS00340	HNEAP_RS00340	hypothetical protein	0.0150214621727135	-0.134941179352551
HNEAP_RS00345	HNEAP_RS00345	2-hydroxyacid dehydrogenase	-0.167416982609305	0.0795138385157677
HNEAP_RS00350	HNEAP_RS00350	PilZ domain-containing protein	-0.308909945719134	0.0190146612872947
HNEAP_RS00355	HNEAP_RS00355	glutamate racemase	0.0370126110188625	0.103662056410346
HNEAP_RS00360	HNEAP_RS00360	Txe/YoeB family addiction module toxin	-0.147026139139716	-0.146568204680136
HNEAP_RS00365	HNEAP_RS00365	prevent-host-death family protein	0.348543402011253	0.0660517947584872
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	0.124018670421793	0.00552309369394521
HNEAP_RS00375	HNEAP_RS00375	hypothetical protein	-0.99374065589466	-0.611301542649927
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	0.0975751328424005	0.0539655617113945
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	0.121207802895933	0.195135315817066
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	0.29231363301497	0.0264624459555503
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	-0.279108872603315	0.118932479644137
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	-0.143735945025998	-0.154038123260982
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	-0.0681545758025039	-0.278668090328307
HNEAP_RS00410	HNEAP_RS00410	hypothetical protein	-0.0905685081134877	-0.0432433451961273
HNEAP_RS00415	HNEAP_RS00415	yfeABCD locus regulator	-0.0379326215575915	-0.0933402023707644
HNEAP_RS00420	HNEAP_RS00420	ATPase	0.0256917762254016	0.0260791307914672
HNEAP_RS00435	HNEAP_RS00435	cation transporter	-0.115664113177472	-0.0153578405075231
HNEAP_RS00445	HNEAP_RS00445	hypothetical protein	-0.213707395073135	-0.283027296286164
HNEAP_RS00450	HNEAP_RS00450	mercury transporter MerC	0.119478817120172	0.132216533515715
HNEAP_RS00455	HNEAP_RS00455	hypothetical protein	0.170666573352053	0.0737282133631345
HNEAP_RS00460	HNEAP_RS00460	hypothetical protein	-0.0166993457982657	-0.109017342173211
HNEAP_RS00465	HNEAP_RS00465	hypothetical protein	-0.0310639380069391	-0.104408733370269
HNEAP_RS00470	HNEAP_RS00470	integrase	-0.226922444053807	-0.128396379293041
HNEAP_RS00480	HNEAP_RS00480	class I SAM-dependent methyltransferase	0.0159419140755852	0.0746368634761457
HNEAP_RS00485	HNEAP_RS00485	SNF2-like protein	-0.0252806867288263	-0.0131759431407759
HNEAP_RS00490	HNEAP_RS00490	ferrous iron transport protein A	-0.218628047962742	0.442530304769711
HNEAP_RS00510	HNEAP_RS00510	molecular chaperone DnaJ	0.0156815668884041	0.0913699916414565
HNEAP_RS00565	HNEAP_RS00565	twin-arginine translocase subunit TatC	-0.144383698064817	-0.418262120933557
HNEAP_RS00575	HNEAP_RS00575	iron export ABC transporter permease subunit FetB	-0.218112141367651	-0.295312761821111
