locusId	sysName	desc	setAS3 0-5	setAS5 10
GFF1190		hypothetical protein	-0.555347751972853	-0.399111143557664
GFF1209		hypothetical protein	-0.339897355629596	-0.577771335949168
GFF1357		hypothetical protein	-7.14397718853305	-5.7010945326557
GFF1439		multidrug efflux protein	0.935374293698772	-0.0568534852969128
GFF1496		hypothetical protein	-1.67967369931337	-0.835022740315666
GFF160		2-isopropylmalate synthase	-0.0704759881458115	0.383836434968631
GFF1606		hypothetical protein	-0.12584646931787	-0.630694286394653
GFF1629		hypothetical protein	-0.109954708347949	-0.225945356253407
GFF1704		hypothetical protein	0.907464254798016	1.1884958838875
GFF1835		cytochrome C	-1.52372260015768	-1.70350188181715
GFF2046		hypothetical protein	0.470861908076497	0.51144343144463
GFF2212		hypothetical protein	0.213368699010968	0.297646624781301
GFF2252		IS66 family transposase	0.215160839430457	0.355505349436227
GFF2279		IS3 family transposase	0.0433103707464732	-0.391180860836052
GFF2280		IS3 family transposase	-0.889488733168683	-0.538258542143424
GFF365		IS66 family transposase	0.342751125853603	-0.277769156875001
GFF366		IS66 family transposase	0.45162534277341	-0.587685248078032
GFF371		Killer protein	0.437556653915633	-0.112693035764167
GFF455		integrase	1.51516205549941	0.740704401595469
GFF511		pilus assembly protein PilG	8.45899887449384	6.56560779025429
GFF559		hypothetical protein	1.76979086325542	3.62685701022099
GFF718		flagellar biosynthesis protein FlhA	6.39543041559658	6.57882254586235
GFF782		hypothetical protein	0.930738650017364	0.916910053270939
GFF824		hypothetical protein	-0.775419450373496	-1.03168883545984
GFF879		hypothetical protein	-0.826231420362378	0.0539382263713374
GFF880		IS3 family transposase	1.56884464872161	1.13912272858362
GFF881		GNAT family N-acetyltransferase	-0.217372596673124	-0.198811349580984
GFF94		hypothetical protein	-0.340567809974634	-0.0620971128028708
GFF951		IS3 family transposase	0.678031555653011	0.543762175161008
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	-1.65219178559794	-1.38239396275818
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	-0.77915146380692	-1.20700711347005
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.694432599506481	1.30412701960466
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	-0.338442287253091	0.798918229122302
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	0.390862537602844	0.102042987397881
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	0.767077142770884	0.812336399840253
HNEAP_RS00060	HNEAP_RS00060	arylesterase	0.428866124374746	-0.133789610794132
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	-0.933274209939457	-1.06309997946697
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	0.0929808304241223	0.0766188722280495
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	6.93641739625498	5.7954219011636
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	6.16133400379506	5.73451410351468
