locusId	sysName	desc	setAS10 1-5	setAS11 5
GFF1190		hypothetical protein	0.0492950659522757	0.0510505138162086
GFF1209		hypothetical protein	0.224498909745218	0.230166116949478
GFF1357		hypothetical protein	0.104745472482511	0.115066714952644
GFF1439		multidrug efflux protein	0.0690294888258198	0.0829688411165255
GFF1496		hypothetical protein	0.260671888874699	0.340627373303666
GFF160		2-isopropylmalate synthase	0.0458588980777445	0.0442559156266357
GFF1606		hypothetical protein	0.193624746651054	0.149833504489121
GFF1629		hypothetical protein	0.134045377116019	0.133924371946354
GFF1704		hypothetical protein	0.0745335662919792	0.0864284123830144
GFF1835		cytochrome C	0.076785079284904	0.0902872679561776
GFF2046		hypothetical protein	0.218959235754367	0.19513758693126
GFF2212		hypothetical protein	0.079175318256231	0.100873467456335
GFF2252		IS66 family transposase	0.0507404535354589	0.0566491499702503
GFF2279		IS3 family transposase	0.109436866679133	0.0908183739119546
GFF2280		IS3 family transposase	0.146640236185252	0.0965446306225167
GFF365		IS66 family transposase	0.0943714568065378	0.102920796486489
GFF366		IS66 family transposase	0.143228800952702	0.118236997240115
GFF371		Killer protein	0.164529184746537	0.149811500500158
GFF455		integrase	0.0870334017889347	0.114519120702985
GFF511		pilus assembly protein PilG	0.127927129998734	0.121196870376446
GFF559		hypothetical protein	0.19665890296501	0.131840420203359
GFF718		flagellar biosynthesis protein FlhA	0.0494347781777646	0.0485276307976741
GFF782		hypothetical protein	0.0828177913725803	0.080878774885046
GFF824		hypothetical protein	0.154384128152587	0.153316438972985
GFF879		hypothetical protein	0.117650838504479	0.138309458604444
GFF880		IS3 family transposase	0.06972238147394	0.0679828621834781
GFF881		GNAT family N-acetyltransferase	0.141830109262588	0.129872790927331
GFF94		hypothetical protein	0.0851526969336627	0.111969895074279
GFF951		IS3 family transposase	0.106686762421894	0.110207034013485
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	0.0764712289921835	0.081114629341581
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	0.102870091540836	0.0932446370516932
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.0624633008291809	0.061155841670734
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	0.0962310160608285	0.129256420531132
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	0.0554134117640809	0.0497065659474713
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	0.0714256935064775	0.067171765085779
HNEAP_RS00060	HNEAP_RS00060	arylesterase	0.0872781111085167	0.0945309870225487
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	0.0952370340197181	0.117691229574787
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	0.0548234532919077	0.0580201654551356
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	0.0798266247408901	0.100150974407091
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	0.0672789588109887	0.0637487304018102
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	0.0590826867147456	0.0666546237932726
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	0.0703565653787143	0.0657397660589089
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	0.0838155046301822	0.0672534931230783
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	0.029394973090872	0.0290002281836297
HNEAP_RS00105	HNEAP_RS00105	PilE protein	0.0804154988842648	0.0728526617350188
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	0.107677004196306	0.101969511632367
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	0.178881095102475	0.241378153061627
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	0.0522363903574354	0.0560589590443666
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	0.044738877166692	0.0429377768862632
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	0.0772505475333113	0.0629298797348912
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	0.0974761411477974	0.0924833559716835
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	0.214992330402217	0.221310889622231
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	0.0595309173127696	0.051260548754931
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	0.14084618716819	0.14502884115804
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	0.097044237465391	0.0945304394563366
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	0.193672702051025	0.298220733133667
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	0.59050714348584	0.58388939522895
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	0.150461776520435	0.134981285509065
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	0.0923324681172976	0.0828754389531036
HNEAP_RS00190	HNEAP_RS00190	membrane protein	0.230919599311606	0.250245342249523
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	0.0868765481661229	0.0979956461857695
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	0.103231580488986	0.0897737078391795
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	0.0420333422188787	0.0446286044730019
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	0.0704460678924547	0.0681330259901476
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	0.0602155825860948	0.0755501954116452
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	0.121847426265211	0.105989851230321
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	0.0738143345825041	0.0700160845788707
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	0.16462116705621	0.160372664572274
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	0.0752110743339315	0.0629077336404541
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	0.057307549259312	0.0595165814115807
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	0.0617386237708052	0.0599874677255515
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	0.32773161171308	0.404124666151819
