locusId	sysName	desc	setAS7 1-5	setAS8 5
GFF1190		hypothetical protein	0.0362655207074295	0.0381787899273262
GFF1209		hypothetical protein	0.160487968672628	0.17008887447041
GFF1357		hypothetical protein	0.0760841697875175	0.0785553445413194
GFF1439		multidrug efflux protein	0.0660220193255675	0.0683194458381645
GFF1496		hypothetical protein	0.217160110928653	0.228395788304926
GFF160		2-isopropylmalate synthase	0.0369315950246335	0.0391291348892628
GFF1606		hypothetical protein	0.0870771256798788	0.0905969018398576
GFF1629		hypothetical protein	0.111140346849075	0.117315641267364
GFF1704		hypothetical protein	0.0623298853486569	0.0644749321667328
GFF1835		cytochrome C	0.0602254205618417	0.0634368266118557
GFF2046		hypothetical protein	0.121389463206915	0.128544494469073
GFF2212		hypothetical protein	0.0685156584059077	0.0727283190908496
GFF2252		IS66 family transposase	0.0362205337490926	0.0381186247664936
GFF2279		IS3 family transposase	0.0680565849002847	0.0712372648530004
GFF2280		IS3 family transposase	0.0710260673811812	0.0751961171501606
GFF365		IS66 family transposase	0.0549271545458947	0.057047615578084
GFF366		IS66 family transposase	0.088947380385859	0.0939735683166872
GFF371		Killer protein	0.112115519579664	0.123258558897314
GFF455		integrase	0.068106329076093	0.0703338370797585
GFF511		pilus assembly protein PilG	0.0492493030813114	0.0530515568977808
GFF559		hypothetical protein	0.0964744852113386	0.0990296973206325
GFF718		flagellar biosynthesis protein FlhA	0.0309714977334392	0.0328768027205138
GFF782		hypothetical protein	0.0473435957679143	0.0492432626532677
GFF824		hypothetical protein	0.108230681095401	0.114713597376806
GFF879		hypothetical protein	0.0873664902028663	0.0937891994585267
GFF880		IS3 family transposase	0.0513689351901945	0.0540214919002082
GFF881		GNAT family N-acetyltransferase	0.0906019614247278	0.0970488872516431
GFF94		hypothetical protein	0.0921216976730898	0.0980072587279023
GFF951		IS3 family transposase	0.0644214578472432	0.068270596997669
HNEAP_RS00025	HNEAP_RS00025	DNA replication and repair protein RecF	0.0727521270419657	0.077973319040881
HNEAP_RS00035	HNEAP_RS00035	LemA family protein	0.0590779450222221	0.0630667345905792
HNEAP_RS00040	HNEAP_RS00040	hypothetical protein	0.0454942688101814	0.0478630356412203
HNEAP_RS00045	HNEAP_RS00045	exodeoxyribonuclease III	0.0778304963085157	0.0850328382231913
HNEAP_RS00050	HNEAP_RS00050	ABC transporter permease	0.0344234269285432	0.0363500154199057
HNEAP_RS00055	HNEAP_RS00055	ABC transporter	0.0491099185662701	0.0517312819289516
HNEAP_RS00060	HNEAP_RS00060	arylesterase	0.0610012487770113	0.0648461042303416
HNEAP_RS00065	HNEAP_RS00065	DUF559 domain-containing protein	0.0735808275359196	0.0777159391976836
HNEAP_RS00070	HNEAP_RS00070	IS110 family transposase	0.0411634836055665	0.0435664434562846
HNEAP_RS00075	HNEAP_RS00075	prepilin-type cleavage/methylation domain-containing protein	0.0725536671423287	0.0785912782610787
HNEAP_RS00080	HNEAP_RS00080	Tfp pilus assembly protein FimT-like protein	0.0373210544521375	0.0408470796930156
HNEAP_RS00085	HNEAP_RS00085	type IV pilus modification protein PilV	0.0351352727919553	0.0379100102249435
HNEAP_RS00090	HNEAP_RS00090	prepilin-type cleavage/methylation domain-containing protein	0.0315868756911937	0.033945985083671
HNEAP_RS00095	HNEAP_RS00095	hypothetical protein	0.0374412225681995	0.0398499470827991
HNEAP_RS00100	HNEAP_RS00100	type 4 fimbrial biogenesis protein PilY1	0.0129540500994374	0.0141862426567949
HNEAP_RS00105	HNEAP_RS00105	PilE protein	0.0373930607984024	0.0402414019188656
HNEAP_RS00110	HNEAP_RS00110	pilus assembly protein	0.0660227794431249	0.0705744534069533
HNEAP_RS00115	HNEAP_RS00115	DUF559 domain-containing protein	0.121718210801647	0.125033879509163
HNEAP_RS00120	HNEAP_RS00120	excinuclease ABC subunit UvrA	0.042124667638034	0.0440023495687782
HNEAP_RS00130	HNEAP_RS00130	gamma-glutamyltransferase	0.0307230869387885	0.0327610852841324
HNEAP_RS00135	HNEAP_RS00135	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	0.042530293469899	0.0454397137710158
HNEAP_RS00140	HNEAP_RS00140	metallophosphoesterase	0.0703158278740778	0.0740683396199564
HNEAP_RS00145	HNEAP_RS00145	ketohexokinase	0.203478688082745	0.203478688082745
HNEAP_RS00150	HNEAP_RS00150	GGDEF domain-containing protein	0.0339379447628482	0.0355107079852925
HNEAP_RS00155	HNEAP_RS00155	BolA family transcriptional regulator	0.12485257200355	0.125656728963905
HNEAP_RS00160	HNEAP_RS00160	HDOD domain-containing protein	0.0550563239600834	0.0585065544233299
HNEAP_RS00165	HNEAP_RS00165	bifunctional (p)ppGpp synthetase/guanosine-3' 5'-bis(diphosphate) 3'-pyrophosphohydrolase	0.280032375400944	0.244291454039929
HNEAP_RS00170	HNEAP_RS00170	DNA-directed RNA polymerase subunit omega	0.308301059845847	0.367122254741329
HNEAP_RS00180	HNEAP_RS00180	DedA family protein	0.0912520206705584	0.0982780401830404
HNEAP_RS00185	HNEAP_RS00185	glycine zipper 2TM domain-containing protein	0.0623839905761291	0.0638298780815433
HNEAP_RS00190	HNEAP_RS00190	membrane protein	0.169000919972101	0.172179729937801
HNEAP_RS00195	HNEAP_RS00195	exodeoxyribonuclease III	0.0725476765160004	0.0769366574036029
HNEAP_RS00200	HNEAP_RS00200	hypothetical protein	0.0656341701874791	0.0683754495727029
HNEAP_RS00205	HNEAP_RS00205	hypothetical protein	0.0294720466836996	0.0310201075595519
HNEAP_RS00210	HNEAP_RS00210	TIGR01458 family HAD-type hydrolase	0.0532919787096011	0.0564080040861719
HNEAP_RS00215	HNEAP_RS00215	competence/damage-inducible protein A	0.0481103418993151	0.0505488514236391
HNEAP_RS00230	HNEAP_RS00230	hypothetical protein	0.0818967916099678	0.0861835954979721
HNEAP_RS00235	HNEAP_RS00235	hypothetical protein	0.0472659390403576	0.0492578753888123
HNEAP_RS00240	HNEAP_RS00240	5'-deoxynucleotidase	0.142134634865826	0.159851814045634
HNEAP_RS00245	HNEAP_RS00245	deoxyguanosinetriphosphate triphosphohydrolase	0.0425306489748602	0.044972547138715
HNEAP_RS00250	HNEAP_RS00250	NAD(P)-dependent oxidoreductase	0.0449492734593775	0.0474735719205539
HNEAP_RS00260	HNEAP_RS00260	DNA recombination protein RmuC	0.0402656125840853	0.0425211087899897
HNEAP_RS00265	HNEAP_RS00265	hypothetical protein	0.131587677185376	0.140569669908393
HNEAP_RS00270	HNEAP_RS00270	metallophosphoesterase	0.240078966682282	0.232063790809855
HNEAP_RS00275	HNEAP_RS00275	hypothetical protein	0.10106016956774	0.107683044374902
HNEAP_RS00280	HNEAP_RS00280	hypothetical protein	0.0992279302266169	0.101936071528466
HNEAP_RS00285	HNEAP_RS00285	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	0.097163401509892	0.101756022589769
HNEAP_RS00290	HNEAP_RS00290	hypothetical protein	0.0739857767858081	0.0771022096450191
HNEAP_RS00295	HNEAP_RS00295	molecular chaperone Skp	0.056667722166443	0.0603111287493439
HNEAP_RS00300	HNEAP_RS00300	phosphopantetheine-binding protein	0.145236058230223	0.146849709253247
HNEAP_RS00305	HNEAP_RS00305	3-oxoacyl-ACP synthase	0.0373039206631613	0.0384711367808768
HNEAP_RS00310	HNEAP_RS00310	acyl carrier protein	0.20636806307838	0.220724646753365
HNEAP_RS00320	HNEAP_RS00320	AMP-dependent synthetase and ligase	0.0369164055359294	0.0388119143323385
HNEAP_RS00325	HNEAP_RS00325	acyl-CoA synthetase	0.0627010688091298	0.0656005873166448
HNEAP_RS00330	HNEAP_RS00330	outer membrane lipoprotein carrier protein LolA	0.0627965063279618	0.0664910451155845
HNEAP_RS00335	HNEAP_RS00335	MMPL domain-containing protein	0.0356279436516169	0.0370985802697811
HNEAP_RS00340	HNEAP_RS00340	hypothetical protein	0.0736677623628149	0.0772639311783235
HNEAP_RS00345	HNEAP_RS00345	2-hydroxyacid dehydrogenase	0.0778330621596785	0.0844111105253582
HNEAP_RS00350	HNEAP_RS00350	PilZ domain-containing protein	0.14600361074454	0.155285651619178
HNEAP_RS00355	HNEAP_RS00355	glutamate racemase	0.0589909111376663	0.061855685632383
HNEAP_RS00360	HNEAP_RS00360	Txe/YoeB family addiction module toxin	0.1494587724755	0.155871309377301
HNEAP_RS00365	HNEAP_RS00365	prevent-host-death family protein	0.277238185302956	0.283133840572594
HNEAP_RS00370	HNEAP_RS00370	hypothetical protein	0.0860543075554679	0.0906202179478567
HNEAP_RS00375	HNEAP_RS00375	hypothetical protein	0.417693301354066	0.37752950619405
HNEAP_RS00380	HNEAP_RS00380	hypothetical protein	0.0896135168719373	0.0941004660751329
HNEAP_RS00385	HNEAP_RS00385	hypothetical protein	0.10505089352837	0.113767940491962
HNEAP_RS00390	HNEAP_RS00390	hypothetical protein	0.18033688011112	0.214463371581025
HNEAP_RS00395	HNEAP_RS00395	hypothetical protein	0.111143030558539	0.112355449465269
HNEAP_RS00400	HNEAP_RS00400	hypothetical protein	0.167955440952347	0.176875506771717
HNEAP_RS00405	HNEAP_RS00405	hypothetical protein	0.162579846989161	0.179682634206185
